track_name,track_artist,track_album_id,track_album_release_date,track_id,track_album_id,playlist_name,playlist_genre,playlist_subgenre,playlist_id,track_popularity,energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,time_signature,track_href,uri,analysis_url,id
Embrace It,Ndotz,0mV9Pfr1GfoZLkp1EAau9P,23/08/2024,0io16MKpbeDIdYzmGpQaES,0mV9Pfr1GfoZLkp1EAau9P,Today's Top Hits,pop,mainstream,37i9dQZF1DXcBWIGoYBM5M,87,0.645,114.933,0.882,-7.233,0.057,0.788,0.0601,4.13e-05,1,1,104419,0.475,4,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,spotify:track:0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES,0io16MKpbeDIdYzmGpQaES
The Emptiness Machine,Linkin Park,6W0Gabv5f3ugnckc6YgfJQ,05/09/2024,2PnlsTsOTLE5jnBnNe2K0A,6W0Gabv5f3ugnckc6YgfJQ,Today's Top Hits,pop,mainstream,37i9dQZF1DXcBWIGoYBM5M,89,0.872,184.115,0.466,-3.344,0.121,0.806,0.0336,0,1,7,190428,0.0156,4,https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/audio-analysis/2PnlsTsOTLE5jnBnNe2K0A,2PnlsTsOTLE5jnBnNe2K0A
Who,Jimin,15XcLhiVMlSOipUddTNDnr,19/07/2024,7tI8dRuH2Yc6RuoTjxo4dU,15XcLhiVMlSOipUddTNDnr,Today's Top Hits,pop,mainstream,37i9dQZF1DXcBWIGoYBM5M,92,0.756,116.034,0.66,-3.743,0.193,0.838,0.032,0,0,0,170888,0.00289,4,https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU,7tI8dRuH2Yc6RuoTjxo4dU
Hotel California - 2013 Remaster,Eagles,2widuo17g5CEC66IbzveRu,08/12/1976,40riOy7x9W7GXjyGp4pjAv,2widuo17g5CEC66IbzveRu,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,81,0.508,147.125,0.579,-9.484,0.0575,0.609,0.027,0.000494,1,2,391376,0.00574,4,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,40riOy7x9W7GXjyGp4pjAv
Thunderstruck,AC/DC,4vu7F6h90Br1ZtYYaqfITy,24/09/1990,57bgtoPSgt236HzfBOd8kj,4vu7F6h90Br1ZtYYaqfITy,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,83,0.89,133.52,0.502,-5.175,0.217,0.259,0.0364,0.0117,1,4,292880,0.000147,4,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,57bgtoPSgt236HzfBOd8kj
Seven Nation Army,The White Stripes,6D9urpsOWWKtYvF6PaorGE,01/04/2003,3dPQuX8Gs42Y7b454ybpMR,6D9urpsOWWKtYvF6PaorGE,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,82,0.446,123.596,0.743,-7.807,0.337,0.278,0.0683,0.118,0,4,232107,0.0039,4,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,3dPQuX8Gs42Y7b454ybpMR
Creep,Radiohead,3gBVdu4a1MMJVMy6vwPEb8,22/02/1993,70LcF31zb1H0PyJoS1Sx1r,3gBVdu4a1MMJVMy6vwPEb8,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,86,0.43,91.844,0.515,-9.935,0.129,0.104,0.0372,0.000133,1,7,238640,0.0097,4,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,70LcF31zb1H0PyJoS1Sx1r
Come As You Are,Nirvana,2guirTSEqLizK7j9i1MTTZ,26/09/1991,4P5KoWXOxwuobLmHXLMobV,2guirTSEqLizK7j9i1MTTZ,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,76,0.824,120.125,0.5,-5.846,0.0916,0.539,0.0388,0.00161,0,4,218920,0.00016,4,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,spotify:track:4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV,4P5KoWXOxwuobLmHXLMobV
Californication,Red Hot Chili Peppers,2Y9IRtehByVkegoD7TcLfi,08/06/1999,48UPSzbZjgc449aqz8bxox,2Y9IRtehByVkegoD7TcLfi,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,81,0.767,96.483,0.592,-2.788,0.127,0.328,0.027,0.00165,0,9,329733,0.0021,4,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,48UPSzbZjgc449aqz8bxox
Sweet Child O' Mine,Guns N' Roses,28yHV3Gdg30AiB8h8em1eW,21/07/1987,7snQQk1zcKl8gZ92AnueZW,28yHV3Gdg30AiB8h8em1eW,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,84,0.952,125.304,0.445,-5.321,0.112,0.624,0.0522,0.0843,1,6,356067,0.09,4,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,7snQQk1zcKl8gZ92AnueZW
"Paint It, Black",The Rolling Stones,72qrnM4yUNMDDlWiqKc8iY,15/04/1966,63T7DJ1AFDD6Bn8VzG6JE8,72qrnM4yUNMDDlWiqKc8iY,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,81,0.795,158.691,0.464,-9.267,0.399,0.612,0.0926,0.00244,1,1,202267,0.0493,4,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,63T7DJ1AFDD6Bn8VzG6JE8
Dreams - 2004 Remaster,Fleetwood Mac,0BwWUstDMUbgq2NYONRqlu,04/02/1977,0ofHAoxe9vBkTCp2UQIavz,0BwWUstDMUbgq2NYONRqlu,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,84,0.492,120.151,0.828,-9.744,0.128,0.789,0.0276,0.00428,1,0,257800,0.0644,4,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,0ofHAoxe9vBkTCp2UQIavz
Everlong,Foo Fighters,30ly6F6Xl0TKmyBCU50Khv,20/05/1997,5UWwZ5lm5PKu6eKsHAGxOk,30ly6F6Xl0TKmyBCU50Khv,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,81,0.881,158.066,0.413,-5.541,0.0805,0.364,0.0367,0.000308,0,11,250547,5.99e-05,4,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,5UWwZ5lm5PKu6eKsHAGxOk
I Love Rock 'N Roll,Joan Jett & the Blackhearts,555qwe1qUgLdee80TZ2CQt,18/11/1981,2Cdvbe2G4hZsnhNMKyGrie,555qwe1qUgLdee80TZ2CQt,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,77,0.716,94.379,0.535,-5.025,0.659,0.901,0.0431,0,1,4,175173,0.326,4,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie,2Cdvbe2G4hZsnhNMKyGrie
Dust in the Wind,Kansas,6oU298pdPTCQnMx1PYwyUA,1977,6zeE5tKyr8Nu882DQhhSQI,6oU298pdPTCQnMx1PYwyUA,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,79,0.322,93.503,0.475,-10.687,0.11,0.387,0.0283,0.00056,1,7,206267,0.367,4,https://api.spotify.com/v1/tracks/6zeE5tKyr8Nu882DQhhSQI,spotify:track:6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/audio-analysis/6zeE5tKyr8Nu882DQhhSQI,6zeE5tKyr8Nu882DQhhSQI
"Another Brick in the Wall, Pt. 2",Pink Floyd,5Dbax7G8SWrP9xyzkOvy2F,30/11/1979,4gMgiXfqyzZLMhsksGmbQV,5Dbax7G8SWrP9xyzkOvy2F,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,74,0.394,104.114,0.693,-15.882,0.247,0.721,0.0428,0.000694,1,0,238747,0.0782,4,https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV,4gMgiXfqyzZLMhsksGmbQV
Runaway,Bon Jovi,1UUOBzIHw0noiRGRpbt3sz,23/01/1984,0X1sqQ652p1sceKM2nJlIJ,1UUOBzIHw0noiRGRpbt3sz,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,72,0.899,152.445,0.475,-4.321,0.14,0.603,0.0637,1.91e-05,0,9,230667,0.00375,4,https://api.spotify.com/v1/tracks/0X1sqQ652p1sceKM2nJlIJ,spotify:track:0X1sqQ652p1sceKM2nJlIJ,https://api.spotify.com/v1/audio-analysis/0X1sqQ652p1sceKM2nJlIJ,0X1sqQ652p1sceKM2nJlIJ
Basket Case,Green Day,4uG8q3GPuWHQlRbswMIRS6,01/02/1994,6L89mwZXSOwYl76YXfX13s,4uG8q3GPuWHQlRbswMIRS6,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,80,0.943,85.064,0.442,-3.205,0.091,0.781,0.0602,8.71e-06,1,3,181533,0.00293,4,https://api.spotify.com/v1/tracks/6L89mwZXSOwYl76YXfX13s,spotify:track:6L89mwZXSOwYl76YXfX13s,https://api.spotify.com/v1/audio-analysis/6L89mwZXSOwYl76YXfX13s,6L89mwZXSOwYl76YXfX13s
Under the Bridge,Red Hot Chili Peppers,30Perjew8HyGkdSmqguYyg,24/09/1991,3d9DChrdc6BOeFsbrZ3Is0,30Perjew8HyGkdSmqguYyg,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,82,0.345,84.581,0.559,-13.496,0.141,0.458,0.0459,0.000105,1,4,264307,0.0576,4,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,3d9DChrdc6BOeFsbrZ3Is0
White Wedding - Pt. 1,Billy Idol,5ebh0MxkqELmk50xHj2b4k,01/01/1982,1gzIbdFnGJ226LTl0Cn2SX,5ebh0MxkqELmk50xHj2b4k,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,70,0.814,147.193,0.673,-5.411,0.343,0.728,0.0367,0.00293,1,9,252200,0.0134,4,https://api.spotify.com/v1/tracks/1gzIbdFnGJ226LTl0Cn2SX,spotify:track:1gzIbdFnGJ226LTl0Cn2SX,https://api.spotify.com/v1/audio-analysis/1gzIbdFnGJ226LTl0Cn2SX,1gzIbdFnGJ226LTl0Cn2SX
You Shook Me All Night Long,AC/DC,6mUdeDZCsExyJLMdAfDuwh,25/07/1980,2SiXAy7TuUkycRVbbWDEpo,6mUdeDZCsExyJLMdAfDuwh,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,81,0.767,127.361,0.532,-5.509,0.39,0.755,0.0574,0.000513,1,7,210173,0.00287,4,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,2SiXAy7TuUkycRVbbWDEpo
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,2Q5MwpTmtjscaS34mJFXQQ,30/07/1965,2PzU4IB8Dr6mxV3lHuaG34,2Q5MwpTmtjscaS34mJFXQQ,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,76,0.863,136.302,0.723,-7.89,0.128,0.931,0.0338,0.0317,1,2,222813,0.0383,4,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,2PzU4IB8Dr6mxV3lHuaG34
Starman - 2012 Remaster,David Bowie,48D1hRORqJq52qsnUYZX56,06/06/1972,0pQskrTITgmCMyr85tb9qq,48D1hRORqJq52qsnUYZX56,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,76,0.449,100.456,0.486,-10.298,0.54,0.549,0.0267,2.23e-06,1,5,254293,0.166,4,https://api.spotify.com/v1/tracks/0pQskrTITgmCMyr85tb9qq,spotify:track:0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/audio-analysis/0pQskrTITgmCMyr85tb9qq,0pQskrTITgmCMyr85tb9qq
Whole Lotta Love - 1990 Remaster,Led Zeppelin,70lQYZtypdCALtFVlQAcvx,22/10/1969,0hCB0YR03f6AmQaHbwWDe8,70lQYZtypdCALtFVlQAcvx,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,72,0.902,89.74,0.412,-11.6,0.405,0.422,0.405,0.131,1,9,333893,0.0484,4,https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8,spotify:track:0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8,0hCB0YR03f6AmQaHbwWDe8
Riders on the Storm,The Doors,7IKUTIc9UWuVngyGPtqNHS,19/04/1971,14XWXWv5FoCbFzLksawpEe,7IKUTIc9UWuVngyGPtqNHS,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,70,0.722,103.886,0.55,-11.729,0.11,0.716,0.0283,0.0129,0,11,434720,0.25,4,https://api.spotify.com/v1/tracks/14XWXWv5FoCbFzLksawpEe,spotify:track:14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/audio-analysis/14XWXWv5FoCbFzLksawpEe,14XWXWv5FoCbFzLksawpEe
Even Flow,Pearl Jam,5B4PYA7wNN4WdEXdIJu58a,27/08/1991,6QewNVIDKdSl8Y3ycuHIei,5B4PYA7wNN4WdEXdIJu58a,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,77,0.944,105.338,0.394,-6.506,0.298,0.265,0.0761,4.54e-06,0,10,292581,0.00178,4,https://api.spotify.com/v1/tracks/6QewNVIDKdSl8Y3ycuHIei,spotify:track:6QewNVIDKdSl8Y3ycuHIei,https://api.spotify.com/v1/audio-analysis/6QewNVIDKdSl8Y3ycuHIei,6QewNVIDKdSl8Y3ycuHIei
Born in the U.S.A.,Bruce Springsteen,0PMasrHdpaoIRuHuhHp72O,04/06/1984,0dOg1ySSI7NkpAe89Zo0b9,0PMasrHdpaoIRuHuhHp72O,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,72,0.952,122.093,0.398,-6.042,0.1,0.584,0.061,7.75e-05,1,4,278680,0.000373,4,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/audio-analysis/0dOg1ySSI7NkpAe89Zo0b9,0dOg1ySSI7NkpAe89Zo0b9
Bitter Sweet Symphony - Remastered 2016,The Verve,52AeC4gwbxDfFlLHgK1ByD,29/09/1997,57iDDD9N9tTWe75x6qhStw,52AeC4gwbxDfFlLHgK1ByD,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,79,0.917,171.176,0.356,-6.006,0.406,0.518,0.0479,0,1,9,357267,0.0335,4,https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw,spotify:track:57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/audio-analysis/57iDDD9N9tTWe75x6qhStw,57iDDD9N9tTWe75x6qhStw
Don't Cry (Original),Guns N' Roses,0CxPbTRARqKUYighiEY9Sz,17/09/1991,2N2yrmodOnVF10mKvItC9P,0CxPbTRARqKUYighiEY9Sz,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,75,0.589,124.634,0.455,-8.64,0.104,0.254,0.0328,0.00358,1,11,283733,0.00184,4,https://api.spotify.com/v1/tracks/2N2yrmodOnVF10mKvItC9P,spotify:track:2N2yrmodOnVF10mKvItC9P,https://api.spotify.com/v1/audio-analysis/2N2yrmodOnVF10mKvItC9P,2N2yrmodOnVF10mKvItC9P
All Along the Watchtower,Jimi Hendrix,5z090LQztiqh13wYspQvKQ,25/10/1968,2aoo2jlRnM3A0NyLQqMN2f,5z090LQztiqh13wYspQvKQ,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,72,0.805,113.253,0.438,-6.237,0.0842,0.564,0.0624,5.69e-05,1,8,240800,0.00255,4,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,2aoo2jlRnM3A0NyLQqMN2f
In The Air Tonight - 2015 Remastered,Phil Collins,1cM3r0WQZWNkCpEbmFjLln,01/01/1981,18AXbzPzBS8Y3AkgSxzJPb,1cM3r0WQZWNkCpEbmFjLln,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,76,0.239,189.507,0.446,-13.945,0.0697,0.298,0.0316,4.1e-06,1,0,336453,0.551,4,https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/audio-analysis/18AXbzPzBS8Y3AkgSxzJPb,18AXbzPzBS8Y3AkgSxzJPb
Psycho Killer - 2005 Remaster,Talking Heads,5eqcF7pWzHgWpGdEmHgeSN,16/09/1977,1i6N76fftMZhijOzFQ5ZtL,5eqcF7pWzHgWpGdEmHgeSN,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,76,0.521,123.118,0.721,-8.123,0.127,0.942,0.0613,0.00545,1,2,261413,0.0708,4,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,1i6N76fftMZhijOzFQ5ZtL
Are You Gonna Go My Way,Lenny Kravitz,35LzZH7Fgog8lf1hfcdoMQ,09/03/1993,45Ia1U4KtIjAPPU7Wv1Sea,35LzZH7Fgog8lf1hfcdoMQ,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,71,0.67,129.269,0.619,-10.322,0.331,0.777,0.0353,0.0109,0,11,211933,0.00165,4,https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,https://api.spotify.com/v1/audio-analysis/45Ia1U4KtIjAPPU7Wv1Sea,45Ia1U4KtIjAPPU7Wv1Sea
Master of Puppets (Remastered),Metallica,7CGhx630DIjdJqaBDVKc5j,03/03/1986,54bm2e3tk8cliUz3VSdCPZ,7CGhx630DIjdJqaBDVKc5j,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,70,0.828,105.25,0.539,-9.108,0.154,0.562,0.035,0.421,0,4,515387,0.00067,4,https://api.spotify.com/v1/tracks/54bm2e3tk8cliUz3VSdCPZ,spotify:track:54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/audio-analysis/54bm2e3tk8cliUz3VSdCPZ,54bm2e3tk8cliUz3VSdCPZ
Everywhere - 2017 Remaster,Fleetwood Mac,4AsXQ17Arq1cUVoa9dKJ3F,13/04/1987,254bXAqt3zP6P50BdQvEsq,4AsXQ17Arq1cUVoa9dKJ3F,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,79,0.487,114.965,0.73,-10.991,0.0852,0.731,0.0303,0.01,1,4,226653,0.258,4,https://api.spotify.com/v1/tracks/254bXAqt3zP6P50BdQvEsq,spotify:track:254bXAqt3zP6P50BdQvEsq,https://api.spotify.com/v1/audio-analysis/254bXAqt3zP6P50BdQvEsq,254bXAqt3zP6P50BdQvEsq
Have You Ever Seen The Rain,Creedence Clearwater Revival,372cMadhAGlNuDnc8TssqF,07/12/1970,2LawezPeJhN4AWuSB0GtAU,372cMadhAGlNuDnc8TssqF,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,84,0.697,116.109,0.741,-7.028,0.133,0.774,0.0277,2.28e-05,1,0,160133,0.0664,4,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,2LawezPeJhN4AWuSB0GtAU
Just What I Needed,The Cars,4tJPWT4r4FSKwy784Qs1Fq,06/06/1978,4alHo6RGd0D3OUbTPExTHN,4tJPWT4r4FSKwy784Qs1Fq,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,69,0.579,127.215,0.62,-9.307,0.0858,0.691,0.0473,6.4e-05,1,4,225627,0.0152,4,https://api.spotify.com/v1/tracks/4alHo6RGd0D3OUbTPExTHN,spotify:track:4alHo6RGd0D3OUbTPExTHN,https://api.spotify.com/v1/audio-analysis/4alHo6RGd0D3OUbTPExTHN,4alHo6RGd0D3OUbTPExTHN
Smells Like Teen Spirit,Nirvana,2guirTSEqLizK7j9i1MTTZ,26/09/1991,5ghIJDpPoe3CfHMGu71E6T,2guirTSEqLizK7j9i1MTTZ,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,76,0.912,116.761,0.502,-4.556,0.106,0.72,0.0564,0.000173,1,1,301920,2.55e-05,4,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,5ghIJDpPoe3CfHMGu71E6T
Killing In The Name,Rage Against The Machine,4Io5vWtmV1rFj4yirKb4y4,1992,59WN2psjkt1tyaxjspN8fp,4Io5vWtmV1rFj4yirKb4y4,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,78,0.833,88.785,0.466,-4.215,0.0327,0.661,0.304,0,1,7,313573,0.0266,4,https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp,spotify:track:59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/audio-analysis/59WN2psjkt1tyaxjspN8fp,59WN2psjkt1tyaxjspN8fp
Come Together - Remastered 2009,The Beatles,0ETFjACtuP2ADo6LFhL6HN,26/09/1969,2EqlS6tkEnglzr7tkKAAYD,0ETFjACtuP2ADo6LFhL6HN,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,75,0.376,164.775,0.53,-11.913,0.0926,0.188,0.04,0.247,0,9,259947,0.0304,4,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,2EqlS6tkEnglzr7tkKAAYD
Carry on Wayward Son,Kansas,7MejfRSNnrpcLZIxkeZDqR,1976,4DMKwE2E2iYDKY01C335Uw,7MejfRSNnrpcLZIxkeZDqR,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,73,0.786,126.755,0.482,-5.735,0.446,0.793,0.032,8.88e-05,1,7,323000,0.00321,4,https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw,spotify:track:4DMKwE2E2iYDKY01C335Uw,https://api.spotify.com/v1/audio-analysis/4DMKwE2E2iYDKY01C335Uw,4DMKwE2E2iYDKY01C335Uw
Song 2 - 2012 Remaster,Blur,7HvIrSkKGJCzd8AKyjTJ6Q,10/02/1997,1FTSo4v6BOZH9QxKc3MbVM,7HvIrSkKGJCzd8AKyjTJ6Q,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,78,0.789,129.802,0.674,-6.903,0.0753,0.918,0.0676,0.00708,1,8,121160,0.00178,4,https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,https://api.spotify.com/v1/audio-analysis/1FTSo4v6BOZH9QxKc3MbVM,1FTSo4v6BOZH9QxKc3MbVM
Where Is My Mind? - 2007 Remaster,Pixies,50j4Wm1b9hLpSpPIA39Vp9,21/03/1988,7wCmS9TTVUcIhRalDYFgPy,50j4Wm1b9hLpSpPIA39Vp9,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,76,0.441,81.334,0.519,-14.178,0.076,0.25,0.0353,0.000453,1,4,234973,0.0204,4,https://api.spotify.com/v1/tracks/7wCmS9TTVUcIhRalDYFgPy,spotify:track:7wCmS9TTVUcIhRalDYFgPy,https://api.spotify.com/v1/audio-analysis/7wCmS9TTVUcIhRalDYFgPy,7wCmS9TTVUcIhRalDYFgPy
Should I Stay or Should I Go - Remastered,The Clash,1ZH5g1RDq3GY1OvyD0w0s2,1982,39shmbIHICJ2Wxnk1fPSdz,1ZH5g1RDq3GY1OvyD0w0s2,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,80,0.836,113.375,0.743,-6.465,0.384,0.82,0.116,0,1,2,188987,0.0804,4,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz,spotify:track:39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz,39shmbIHICJ2Wxnk1fPSdz
Another One Bites The Dust - Remastered 2011,Queen,6wPXUmYJ9mOWrKlLzZ5cCa,27/06/1980,57JVGBtBLCfHw2muk5416J,6wPXUmYJ9mOWrKlLzZ5cCa,Rock Classics,rock,classic,37i9dQZF1DWXRqgorJj26U,71,0.528,109.975,0.932,-6.472,0.163,0.757,0.161,0.329,0,5,214653,0.115,4,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,57JVGBtBLCfHw2muk5416J
